age,household_income,gender,store_location,typical_queue_wait_time,distance_to_store,percent_self_service_checkout_uses,children,fruit_and_veg_items,meat_items,cupboard_items,frozen_items,toiletries_items,other_items,has_loyalty_card,brand_loyalty,typical_visit_time,typical_shopping_mission,brings_own_bag,average_time_in_store,typical_payment_method,satisfaction,Customer_Comment
21,36908,Female,Fakenham,18.4,1.4,0.37,0,16,4,5,6,0,0,No,High,Afternoon,Weekly shop,No,101.3,Unknown,Very Low,Really unhappy with this visit at the weekend doing a bigger shop than usual. the machine rejected my card once. The gates kept beeping for no reason and i couldn’t tell what was actually on deal. I’ll be shopping elsewhere next time.
48,32514,Male,Thetford,8.1,1.5,0.35,0,6,3,7,4,2,2,Yes,Medium,Morning,Weekly shop,No,69.6,Card,Very High,Top-notch service today this morning doing a few essentials. verymeat and veg looked excellent and payment was quick and easy. Plenty of parking available. This is why I keep coming back.
70,51670,Female,Thetford,9.3,1.1,0.15,0,5,2,6,8,2,1,Yes,Low,Morning,Weekly shop,No,70.8,Cash,High,
49,24489,Male,Wymondham,11.4,1.3,0.13,1,3,7,4,0,0,4,Yes,Low,Afternoon,Top-up,No,45.9,Cash,High,I was happy with my visit today doing just a couple of items. the till staff were efficient. The layout was easy to navigate.
55,32509,Male,Dereham,13.5,,0.35,1,8,5,8,7,17,3,No,Medium,Afternoon,Bulk shop,No,94.7,Unknown,Medium,
50,22743,Male,Norwich,8.1,4.3,0.3,0,5,7,29,6,3,3,Yes,Medium,Morning,Bulk shop,Yes,82.4,Apple Pay,Very High,
35,17165,Non-binary,Fakenham,6.3,3.7,0.28,0,9,1,1,1,0,4,Yes,High,Evening,Top-up,No,62.6,Card,Low,"I wasn’t very impressed this time on my way home doing a quick top-up shop. prettytoo many substitutions, and fresh food quality was disappointing."
20,9349,Female,Wymondham,,,0.74,1,5,2,5,17,4,2,No,Medium,Evening,Weekly shop,Yes,54.3,Apple Pay,High,"Generally a positive visit on my way home doing a quick top-up shop. genuinelya colleague helped me find what I needed, and prices felt reasonable."
54,28091,Female,Fakenham,8,1.6,0.24,2,14,4,3,9,2,3,Yes,Medium,Afternoon,Weekly shop,Yes,41.5,Card,Medium,"It was fine, nothing special after work doing some bits for dinner. slightlysubstitutions were sensible. Offers weren’t clearly marked."
20,40975,Female,Thetford,7.4,1.5,0.37,0,6,8,15,7,6,1,Yes,High,Evening,Bulk shop,Yes,45.6,Apple Pay,Medium,"It was fine, nothing special today doing a full weekly shop. overallcustomer service felt rushed. The machine rejected my card once, and fresh food quality was disappointing. It did the job."
75,39838,Male,Thetford,11.8,1.2,0.04,0,6,3,1,0,0,3,Yes,High,Evening,Top-up,Yes,94.8,Cash,Very Low,
61,61145,Female,Norwich,17,3.2,0.02,1,18,14,10,4,1,2,No,Medium,Afternoon,Bulk shop,Yes,73.3,Cash,Low,"A bit disappointing overall on my way home doing a few essentials. aisles were awkward to navigate, and the queue barely moved. I had to change my meal plan because things weren’t there. Not sure I’ll rush back."
65,87083,Female,Fkenham,10.4,0.9,0.07,0,12,12,9,7,2,1,No,High,Afternoon,Bulk shop,No,48.3,Card,Very Low,"Honestly, this was a frustrating shop today doing a full weekly shop. I couldn’t tell what was actually on deal and I couldn’t find the discounts advertised."
66,20020,Prefer not to say,Wymondham,14.5,3.1,0.08,0,2,0,2,1,0,3,Yes,High,Afternoon,Top-up,No,80.6,Card,Medium,
73,40026,Female,Norwich,17.3,,0.08,0,15,6,3,5,1,4,Yes,Medium,Evening,Weekly shop,No,74.8,Caard,Very Low,Not acceptable today on my way home doing just a couple of items. offers were confusing. Loyalty pricing was confusing and i couldn’t find basic staples. Left feeling quite annoyed.
56,30468,Female,Fakenham,8.2,1.8,0.21,0,3,2,7,3,7,2,No,Medium,Afternoon,Weekly shop,Yes,45.8,Card,High,Pretty pleased with how it went at the weekend doing just a couple of items. pleasantlythe store was clean. A colleague helped me find what i needed. I’d happily shop here again.
62,92238,Male,Wymondham,15.7,2.9,0,0,8,1,1,2,1,2,No,High,Morning,Top-up,No,70.4,Cash,Very Low,"Really unhappy with this visit this afternoon doing a full weekly shop. reallyonly a couple of tills were open, and I had to wait for an approval at self-checkout. Too many items were out of stock. I don’t plan to return soon."
20,13641,Male,Fakenham,6.7,2.1,0.78,0,6,3,5,1,1,0,Yes,Medium,Morning,Top-up,Yes,47.1,Card,Very High,
222,14726,Male,Fakenham,8.6,1,0.71,0,3,0,2,3,0,2,Yes,Low,Afternoon,Top-up,Yes,48.3,,Very High,Top-notch service today at the weekend doing a few essentials. verysubstitutions were sensible and aisles were tidy. This is why I keep coming back.
45,47838,Female,Wymondham,13.2,0.7,0.28,3,4,7,18,23,13,2,Yes,Medium,Afternoon,Bulk shop,No,67.7,Card,High,
36,32515,Male,Norich,13.3,0.9,0.01,1,15,2,2,1,0,2,No,High,Evening,Top-up,No,63.7,Apple Pay,Very Low,Really unhappy with this visit this morning doing just a couple of items. quiteself-checkout kept flagging errors.
28,34865,Female,Dereham,6.7,1.7,0.73,0,11,2,16,10,9,2,Yes,Low,Afternoon,Bulk shop,Yes,61.2,,Very High,Top-notch service today on my way home doing some bits for dinner. genuinelyparking was easy. I’d definitely recommend it.
20,37995,Female,Thetford,7.5,1.3,0.57,1,7,1,2,1,0,3,Yes,Medium,Afternoon,Top-up,Yes,31.7,Card,Very High,Excellent experience this morning doing just a couple of items. collection was quick and well organised and getting in and out was hassle-free. There seemed to be enough staff around.
32,14637,Female,Dereham,7.4,0.8,0.61,0,7,6,13,3,5,1,Yes,Low,Afternoon,Weekly shop,No,52.2,Apple Pay,High,
43,41648,Non-binary,Norwich,15.5,2.8,0.25,0,12,3,4,2,2,5,No,Low,Evening,Weekly shop,No,53.4,Card,Very Low,"Really unhappy with this visit after work doing some bits for dinner. prettymy order wasn’t ready when I arrived, and the gates kept beeping for no reason. The queue barely moved."
33,24771,Male,Thetford,11.8,,0.57,0,5,2,2,2,0,2,No,Medium,Afternoon,Top-up,Yes,44.4,Card,High,Pretty pleased with how it went this morning doing some bits for dinner. the entrance and exits felt well managed and the store was clean. Good enough that I’ll come back.
75,36877,Female,Norwichx,7.9,1,0.08,0,3,4,2,2,1,6,No,Low,Evening,Top-up,No,95.5,Card,High,
32,41746,Male,Fakenham,8.5,1.1,0.5,0,4,0,2,2,,1,Yes,Low,Morning,Top-up,Yes,62.5,Card,High,"Pretty pleased with how it went today doing a bigger shop than usual. Although, the security barriers were annoying and pricing was competitive. Overall, a solid experience."
37,43382,Male,Thetford,8,3,0.47,2,6,9,21,8,7,3,Yes,Low,Evening,Bulk shop,No,60.9,Card,High,"I was happy with my visit today doing a few essentials. pleasantlythe store was clean, and a colleague helped me find what I needed."
73,,Female,Dereham,14.6,,0.01,0,18,9,4,2,2,1,No,Medium,Afternoon,Weekly shop,Yes,69.6,Cash,Very Low,Not acceptable today at the weekend doing some bits for dinner. the car park felt cramped. Getting out took longer than it should have and i couldn’t find the discounts advertised.
21,22182,Male,Norwich,12.3,1.6,0.83,0,3,0,2,1,1,2,Yes,Low,Evening,Top-up,No,55.3,Card,Very High,Really great shop from start to finish this morning doing just a couple of items. it felt safe and well organised and I was in and out quickly. I saved a bit with the promotions.
50,27310,Male,Wymondham,17.6,3,0.02,0,8,1,0,2,1,5,Yes,Medium,Afternoon,Top-up,No,66.4,Card,Very Low,
56,48391,Female,Wymondham,15,1,0.01,0,9,1,2,0,0,3,No,High,Evening,Top-up,No,87.2,Card,Low,
30,19319,Male,Dereham,7.7,,0.55,0,4,5,7,3,1,2,Yes,Low,Afternoon,Weekly shop,No,46.7,Cash,High,
68,26407,Prefer not to say,Fakenham,13.7,3.1,0.01,0,4,2,10,4,3,2,No,High,Evening,Weekly shop,No,58.2,Cash,Medium,A fairly standard shopping trip after work doing a full weekly shop. slightlyit was hard to find things. It did the job.
51,25327,Female,Thetford,15.1,2,0.03,2,23,4,3,11,3,0,No,High,Evening,Weekly shop,No,79.6,Card,Very Low,
20,67285,Male,Fakenham,20.5,1.4,0.65,0,15,3,6,4,2,3,Yes,High,Evening,Weekly shop,No,82.5,Card,Very Low,Really unhappy with this visit on my way home doing just a couple of items. offers were confusing. I had to change my meal plan because things weren’t there. It needs serious improvement.
33,15839,Female,Norwich,7.5,1.9,0.52,0,11,3,7,2,3,3,Yes,Low,Evening,Weekly shop,No,39.6,Card,Very High,Really great shop from start to finish on my way home doing a quick top-up shop. the till staff were efficient. Good value for money and everything i needed was in stock. It felt clean and organised. I’d definitely recommend it.
54,85204,Male,Fakenham,9.9,2.1,0.09,2,14,8,4,4,4,3,Yes,High,Morning,Weekly shop,Yes,68.7,Card,Low,
44,19049,Male,Fakenham,14,2.1,0.37,3,9,9,8,12,5,6,No,Medium,Evening,Bulk shop,Yes,102.1,Unknown,Low,
42,63875,Male,Wymondham,13.1,1.7,0.46,3,10,6,13,6,18,1,Yes,Medium,Evening,Bulk shop,No,93.2,Apple Pay,Medium,"An average visit overall after work doing a bigger shop than usual. the till staff were efficient, and it was easy to get around. No major complaints, but nothing stood out either."
42,18473,Prefer not to say,Wymondham,12.1,1.2,0.6,3,4,7,11,18,15,0,Yes,Medium,Morning,Bulk shop,No,64.9,Card,Very High,
37,46413,Male,Thetford,15.3,2.3,0.47,2,6,3,6,1,0,5,Yes,Medium,Afternoon,Top-up,Yes,37.6,Card,Medium,A fairly standard shopping trip today doing some bits for dinner. the store felt messy. Fine for a quick shop.
46,22392,Female,Thetford,13.3,4.4,0.13,0,13,2,4,2,3,3,No,Medium,Evening,Weekly shop,Yes,57,Cash,Low,"I wasn’t very impressed this time on my way home doing just a couple of items. reallythe security barriers were annoying, and I had to query a price at the till. It didn’t feel very clean. Could be improved."
75,23433,Female,Wymondham,13.3,1.1,0.08,0,11,2,6,4,2,0,No,Low,Morning,Weekly shop,Yes,76.9,Card,Medium,An average visit overall on my way home doing just a couple of items. there didn’t seem to be enough staff. Fresh food quality was good.
25,13547,Male,Wymondham,12.4,1.2,0.43,0,5,1,1,1,0,1,No,Medium,Afternoon,Top-up,Yes,64.1,Card,Medium,"Neither great nor terrible this afternoon doing a few essentials. slightlysignage made things easy to find, and produce looked fresh. Self-checkout kept flagging errors. It did the job."
52,22021,Male,Thetford,12.7,1.3,0.25,3,2,2,54,6,4,0,No,Medium,Evening,Bulk shop,No,110.7,Card,Very High,Really great shop from start to finish at the weekend doing just a couple of items. surprisinglythe entrance and exits felt well managed and the store was clean. The receipt matched the shelf prices. I’d definitely recommend it.
75,38639,Male,Thetford,12.4,1.4,0.09,0,7,3,5,2,6,2,Yes,Medium,Afternoon,Weekly shop,No,70.3,Cash,Medium,Neither great nor terrible today doing a bigger shop than usual. in placesloyalty pricing was confusing.
52,48275,Female,Wymondham,11.4,1,0.37,1,4,9,22,10,13,0,No,Medium,Afternoon,Bulk shop,No,76.1,Unknown,High,A good experience overall after work doing a bigger shop than usual. staff were friendly. Popular items were available. Good enough that I’ll come back.
63,20801,Female,Norwich,17.1,0.4,0.42,0,10,2,10,5,3,3,Yes,Low,Afternoon,Weekly shop,Yes,61.8,Card,Very High,Excellent experience at the weekend doing just a couple of items. pleasantlythe entrance and exits felt well managed. It was easy to get around. Absolutely spot on.
20,36087,Male,Norwich,9.9,1,0.73,0,7,6,5,6,2,2,Yes,Low,Morning,Weekly shop,Yes,79.4,Card,Very High,Superb visit — very happy today doing a full weekly shop. veryit felt safe and well organised and the receipt matched the shelf prices. Keep it up — brilliant service.
20,53475,Prefer not to say,Dereham,12.6,3,0.71,0,5,4,5,6,1,2,No,Medium,Morning,Weekly shop,Yes,73.4,Card,Medium,"A fairly standard shopping trip this afternoon doing just a couple of items. at timesit took ages to pay. No major complaints, but nothing stood out either."
75,17176,Female,Dereham,14.6,5.2,0.13,1,15,3,3,4,2,6,No,High,Evening,Weekly shop,No,58.4,Cash,Very Low,"Really unhappy with this visit this afternoon doing a quick top-up shop. genuinelyI had to query a price at the till, and it was difficult to find a space. Still, the receipt matched the shelf prices and a couple of things i picked up were bruised. Left feeling quite annoyed."
50,28735,Male,Thetford,10.9,0.8,0.18,2,4,7,16,9,16,2,No,Medium,Evening,Bulk shop,Yes,66.2,Cash,Medium,An average visit overall today doing just a couple of items. the shop felt well looked after. Customer service felt rushed.
45,121084,Male,Dereham,7.3,1.2,0.5,0,5,0,4,2,0,2,Yes,Low,Afternoon,Top-up,No,41.3,Cash,High,
61,62707,Female,Wymondham,13.1,,0.02,1,15,9,3,4,0,7,No,High,Morning,Weekly shop,Yes,51.3,Cash,Low,"Not the best visit today doing a bigger shop than usual. especiallynot great value for money, and Still, the layout was easy to navigate. Checkout took ages. Could be improved."
55,32137,Female,Dereham,11.8,,0.05,0,13,8,8,4,1,1,No,Medium,Evening,Weekly shop,Yes,112.9,Card,Low,Left feeling underwhelmed after work doing a full weekly shop. especiallyI had to change my meal plan because things weren’t there and offers weren’t clearly marked.
40,72715,Male,Norwich,13.9,2.3,0.51,1,8,4,4,10,3,2,No,Medium,Afternoon,Weekly shop,No,54.9,Card,Medium,Neither great nor terrible this morning doing a quick top-up shop. customer service was excellent.
62,39735,Male,Dereham,12.8,1.1,0.07,0,7,9,16,5,7,0,No,Low,Evening,Bulk shop,Yes,86.4,Card,Medium,
41,34826,Female,Thetford,12.4,3,0.44,2,8,8,7,3,8,3,Yes,Medium,Evening,Weekly shop,No,57.1,Card,Medium,Neither great nor terrible after work doing just a couple of items. the fruit and veg selection looked tired and checkout took ages.
20,77589,Male,Fakenham,8.7,2.6,0.8,0,3,6,7,3,5,1,Yes,Low,Afternoon,Weekly shop,Yes,45.5,Card,High,"Generally a positive visit on my way home doing just a couple of items. genuinelyprices felt reasonable. Collection was quick and well organised and the promotions were easy to understand. Overall, a solid experience."
20,70016,Male,Dereham,8.6,0.8,0.81,2,8,3,26,6,17,0,Yes,Low,Afternoon,Bulk shop,No,48.7,Cash,High,
75,30808,Male,Thetford,14.8,3.9,0,0,9,1,0,1,0,3,No,High,Evening,Top-up,No,69.5,Card,Low,A bit disappointing overall this morning doing some bits for dinner. seriouslygetting out took longer than it should have. I expected more.
27,27730,Female,Norwih,16.9,1.7,0.66,2,8,5,4,8,6,4,Yes,High,Evening,Weekly shop,Yes,72.7,Apple Pay,Low,A bit disappointing overall this morning doing just a couple of items. signage wasn’t clear and the fresh area looked untidy.
49,74174,Female,Wymondwham,11.4,2.5,0.3,3,6,8,18,5,0,4,Yes,Medium,Evening,Weekly shop,No,57.7,Card,Medium,"A fairly standard shopping trip today doing just a couple of items. the machine rejected my card once, and getting in and out was hassle-free."
20,82279,Female,Norwich,9.3,2.2,0.43,0,4,0,4,0,2,3,Yes,Medium,Morning,Top-up,No,58.5,Apple Pay,High,A good experience overall this morning doing a quick top-up shop. payment was quick and easy. Staff were polite and approachable. Would recommend based on today.
75,42889,Female,Fakenham,18.1,2.8,0.01,1,4,4,1,1,0,8,No,Medium,Morning,Top-up,No,80.6,Card,Very Low,Very disappointing experience on my way home doing a quick top-up shop. produce didn’t look fresh.
45,30339,Female,Dereham,9.1,1.2,0.3,0,6,15,18,6,3,0,No,Low,Morning,Bulk shop,Yes,80.6,,High,Generally a positive visit after work doing a bigger shop than usual. genuinelythe store was clean. Popular items were available. Would recommend based on today.
31,58357,Male,Fakenham,11,0.7,0.55,0,8,1,3,1,2,3,Yes,Medium,Evening,Top-up,Yes,66.2,Card,High,"I was happy with my visit this morning doing a quick top-up shop. substitutions were sensible, and there seemed to be enough staff around. Good enough that I’ll come back."
73,21759,Female,Fakenham,11,1.7,0.15,0,2,1,7,2,0,4,Yes,Low,Evening,Top-up,No,75.9,Cash,High,
34,49214,Male,Fakenham,11.2,1,0.53,2,10,1,8,2,11,2,No,High,Afternoon,Weekly shop,Yes,61.2,Card,High,Generally a positive visit on my way home doing a bigger shop than usual. I found good deals without hunting and access was straightforward. The store felt well staffed and someone on the floor actually walked me to the right aisle.
50,68934,Male,Thetford,10.9,2.7,0.04,2,10,7,11,6,7,3,No,High,Evening,Bulk shop,No,80.7,Card,Very Low,"Honestly, this was a frustrating shop at the weekend doing a bigger shop than usual. seriouslythe layout felt confusing, and the car park felt cramped. It needs serious improvement."
73,49016,Female,Wymondham,13.8,6.5,0,0,8,3,1,0,1,3,No,Medium,Evening,Top-up,No,44.8,Card,Very Low,"Not acceptable today on my way home doing a quick top-up shop. I couldn’t find basic staples, and the queue barely moved. The fresh area looked untidy and the layout felt confusing."
46,26534,,Dereham,9.3,,0.3,1,7,1,15,2,,10,Yes,Medium,Evening,Weekly shop,Yes,74.1,Unknown,High,Pretty pleased with how it went today doing a few essentials. everything I needed was in stock. I’d happily shop here again.
71,26712,Female,Wymondham,18.6,3.2,0,0,7,1,2,4,0,4,No,High,Evening,Top-up,No,53.9,Card,Very Low,
20,35306,Male,Fakenham,9,1.4,0.82,0,4,1,1,3,1,3,Yes,Low,Afternoon,Top-up,No,42.3,Apple Pay,High,I was happy with my visit this morning doing a few essentials. a colleague helped me find what I needed. The till staff were efficient.
42,36525,Male,Fakenham,14.5,2.3,0.19,3,6,1,1,3,2,6,No,Medium,Morning,Top-up,No,56.1,Card,Medium,Neither great nor terrible on my way home doing just a couple of items. customer service felt rushed. Collection was quick and well organised. Room to improve in places.
52,28404,Male,Norwich,13.5,1.3,0.18,1,16,6,2,4,2,6,Yes,Medium,Afternoon,Weekly shop,Yes,68.3,Cash,Low,
43,80488,Female,Dereham,23.9,1.3,0.39,3,17,3,6,3,4,9,No,Medium,Evening,Weekly shop,Yes,83.9,Apple Pay,Very Low,
20,30727,Non-binary,Norwich,6.2,1.7,0.79,0,4,3,1,0,1,1,Yes,Medium,Morning,Top-up,Yes,77.2,Card,Very High,
67,85706,Male,Fakenham,9,3.1,0.07,0,4,0,1,1,1,3,No,Medium,Evening,Top-up,Yes,107.7,Cash,Medium,"It was fine, nothing special this afternoon doing a few essentials. pricing on the shelf didn’t match the till, and the store felt well staffed. Room to improve in places."
